entry,subject
An introduction to online searching,Information retrieval
An introduction to online searching,Information Storage and Retrieval
Machinery and economic development,Machine-tool industry
Machinery and economic development,Industries
Machinery and economic development,Machinery industry
Machinery and economic development,Economic conditions
Machinery and economic development,Industrial equipment industry
Neue Ansätze in maschineller Sprachübersetzung Wissensrepräsentation und Textbezug = New approaches in machine translation : knowledge representation and discourse models,Machine translating
Neue Ansätze in maschineller Sprachübersetzung Wissensrepräsentation und Textbezug = New approaches in machine translation : knowledge representation and discourse models,Data processing
Neue Ansätze in maschineller Sprachübersetzung Wissensrepräsentation und Textbezug = New approaches in machine translation : knowledge representation and discourse models,Discourse analysis
Annual meeting & technical conference proceedings,Numerical control
Annual meeting & technical conference proceedings,Computer integrated manufacturing systems
Annual meeting & technical conference proceedings,Manufacturing processes
Annual meeting & technical conference proceedings,CAD/CAM systems
Annual meeting & technical conference proceedings,Machine-tools
Annual meeting & technical conference proceedings,Data processing
Human resources and computing,ManInteractions with computer systems
Human resources and computing,Human-machine systems
Human resources and computing,Interactive computer systems
Ikke bare maskiner historien om IBM i Norge 1935-1985,Computer industry
Ikke bare maskiner historien om IBM i Norge 1935-1985,History
"Xerox, American samurai",Copying machine industry
"Xerox, American samurai","Competition, International"
"Machine translation past, present, future",Machine translating
Future of online catalogues Essen symposium 30 September - 3 October 1985,Machine-readable bibliographic data
Future of online catalogues Essen symposium 30 September - 3 October 1985,Forecasting
Future of online catalogues Essen symposium 30 September - 3 October 1985,Library science
Future of online catalogues Essen symposium 30 September - 3 October 1985,Online library catalogs
Future of online catalogues Essen symposium 30 September - 3 October 1985,Cataloging
Future of online catalogues Essen symposium 30 September - 3 October 1985,Online bibliographic searching
Future of online catalogues Essen symposium 30 September - 3 October 1985,Data processing
Bibliographic displays in the online catalog,Formatting
Bibliographic displays in the online catalog,Online Systems
Bibliographic displays in the online catalog,Machine-readable bibliographic data
Bibliographic displays in the online catalog,Online library catalogs
Bibliographic displays in the online catalog,Online bibliographic searching
Bibliographic displays in the online catalog,Information Systems
Bibliographic displays in the online catalog,Information display systems
Bibliographic displays in the online catalog,Library Services
Multilingual aspects of information technology,Computational linguistics
Multilingual aspects of information technology,Information technology
Multilingual aspects of information technology,Machine translating
Multilingual aspects of information technology,Information storage and retrieval systems
Multilingual aspects of information technology,Information Systems
Perceptrons an introduction to computational geometry,Geometry
Perceptrons an introduction to computational geometry,Parallel processing (Electronic computers)
Perceptrons an introduction to computational geometry,Machine learning
Perceptrons an introduction to computational geometry,Perceptrons
Perceptrons an introduction to computational geometry,Data processing
"War record and history of the 136th Machine Gun Battalion, 37th Division, U. S. Army, 1917-1919","World War, 1914-1918"
Personal bibliographic indexes and their computerisation,Indexing
Personal bibliographic indexes and their computerisation,Machine-readable bibliographic data
Personal bibliographic indexes and their computerisation,Information storage and retrieval systems
Personal bibliographic indexes and their computerisation,Abstracting
Personal bibliographic indexes and their computerisation,Computers
Personal bibliographic indexes and their computerisation,Abstracting and Indexing
Personal bibliographic indexes and their computerisation,Data processing
Automatenmissbrauch und Rechtsschutz moderner Automatensysteme,Law and legislation
Automatenmissbrauch und Rechtsschutz moderner Automatensysteme,Criminal provisions
Automatenmissbrauch und Rechtsschutz moderner Automatensysteme,Vending machines
Sprechwissenschaft & Psycholinguistik Beiträge aus Forschung und Praxis,Psycholinguistics
Sprechwissenschaft & Psycholinguistik Beiträge aus Forschung und Praxis,Human-machine systems
Sprechwissenschaft & Psycholinguistik Beiträge aus Forschung und Praxis,Language disorders
Forces of production a social history of industrial automation,Numerical control
Forces of production a social history of industrial automation,Technology
Forces of production a social history of industrial automation,Automation
Forces of production a social history of industrial automation,Social aspects
Forces of production a social history of industrial automation,Machine-tools
"Induction processes of inference, learning, and discovery",Intelligence
"Induction processes of inference, learning, and discovery",Learning
"Induction processes of inference, learning, and discovery",Artificial intelligence
"Induction processes of inference, learning, and discovery",Logic
"Induction processes of inference, learning, and discovery",Memory
"Induction processes of inference, learning, and discovery",Artificial Intelligence
"Induction processes of inference, learning, and discovery",Machine learning
"Induction processes of inference, learning, and discovery",Inference
"Induction processes of inference, learning, and discovery","Learning, Psychology of"
"Induction processes of inference, learning, and discovery",Induction (Logic)
The social history of the machine gun,History
The social history of the machine gun,War and society
The social history of the machine gun,"Military history, Modern"
The social history of the machine gun,"Sociology, Military"
The social history of the machine gun,Machine guns
Obraz v sisteme psikhicheskoĭ reguli︠a︡t︠s︡ii dei︠a︡tel'nosti,Human-machine systems
Obraz v sisteme psikhicheskoĭ reguli︠a︡t︠s︡ii dei︠a︡tel'nosti,Psychological aspects
Obraz v sisteme psikhicheskoĭ reguli︠a︡t︠s︡ii dei︠a︡tel'nosti,Psychology
Obraz v sisteme psikhicheskoĭ reguli︠a︡t︠s︡ii dei︠a︡tel'nosti,"Aeronautics, Military"
Obraz v sisteme psikhicheskoĭ reguli︠a︡t︠s︡ii dei︠a︡tel'nosti,Research
Word expert semantics an interlingual knowledge-based approach,Computational linguistics
Word expert semantics an interlingual knowledge-based approach,Lexicography
Word expert semantics an interlingual knowledge-based approach,Machine translating
Word expert semantics an interlingual knowledge-based approach,Data processing
"Rationalisierung, Technisierung und Kontrolle des Arbeitsprozesses die Einführung der CNC-Technologie in Betrieben des Maschinenbaus",Numerical control
"Rationalisierung, Technisierung und Kontrolle des Arbeitsprozesses die Einführung der CNC-Technologie in Betrieben des Maschinenbaus",Employees
